ลำดับ,คณะ,สาขาวิชา,จำนวนรับ,ว่าง,เงื่อนไขขั้นต่ำ,เกณฑ์การพิจารณา,รหัสคณะ,ประเภท,รหัสหลักสูตร,แหล่งที่มา
20,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาฟิสิกส์,20,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. ผลการเรียนเฉลี่ยวิชาคณิตศาสตร์ รวม 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
6. ผลการเรียนเฉลี่ยวิชาฟิสิกส์ รวม 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
7. ประวัติผลงาน (Portfolio) ดีเด่นด้านการเรียน หรือด้านอื่น ๆ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67",1. การสอบสัมภาษณ์,5,A,10020104212701A,https://admission.ku.ac.th/majors/project/1/
21,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาสถิติ,15,,"1. กำลังศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 3.00 
6. ประวัติผลงานทางด้านวิทยาศาสตร์หรือคณิตศาสตร์ เช่น โครงงาน การเข้าร่วมแข่งขัน การเข้ารับการอบรมทางด้านวิทยาศาสตร์หรือคณิตศาสตร์ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ประวัติผลงานทางด้านวิทยาศาสตร์หรือคณิตศาสตร์
2. การสอบสัมภาษณ์
&nbsp;&nbsp;&nbsp;&nbsp 2.1 องค์ความรู้วิทยาศาสตร์และเทคโนโลยี
&nbsp;&nbsp;&nbsp;&nbsp 2.2 ความคิดสร้างสรรค์
&nbsp;&nbsp;&nbsp;&nbsp 2.3 ภาษาต่างประเทศ
&nbsp;&nbsp;&nbsp;&nbsp 2.4 การสำนึกดีและจิตสาธารณะ",5,A,10020104213301A,https://admission.ku.ac.th/majors/project/1/
22,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์,14,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า หรือชั้นปีที่ 3 หลักสูตรอาชีวศึกษา (รวมหลักสูตร พสพ.) 
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน หรือเทียบเท่า  ไม่ต่ำกว่า 2.75 
3. มีผลงานเขียนโปรแกรมเข้าประกวดหรือมีโครงงานเขียนโปรแกรมคอมพิวเตอร์ โดยลักษณะของผลงาน/โครงงาน ต้องใช้ทักษะการเขียนโปรแกรม ไม่น้อยกว่า 50% และผู้สมัครต้องเป็นผู้ดำเนินงานหลักในผลงาน/โครงงานนั้น ๆ 
4. วิดีโอคลิป ความยาวไม่เกิน 3 นาที แสดงผลงาน/โครงงานตามข้อ 3 ทุกผลงาน/โครงงาน ซึ่งเนื้อหาในวิดีโอคลิปต้องมีการอธิบายหลักการการออกแบบและพัฒนาโปรแกรม รวมถึง source code ส่วนที่สำคัญของผลงาน/โครงงานนั้น ๆ และรางวัลที่ได้ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. โครงงาน/ผลงาน
2. การสอบสัมภาษณ์",5,A,10020104220201A,https://admission.ku.ac.th/majors/project/1/
23,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาสถิติ (ภาคพิเศษ),25,,"1. กำลังศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.50 
6. ประวัติผลงานทางด้านวิทยาศาสตร์หรือคณิตศาสตร์ เช่น โครงงาน การแข่งขัน การอบรมด้านคณิตศาสตร์ วิทยาศาสตร์ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ หรือคลิปวิดีโอ ความยาวไม่เกิน 5 นาที 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. ประวัติผลงานทางด้านวิทยาศาสตร์หรือคณิตศาสตร์
3. การสอบสัมภาษณ์
&nbsp;&nbsp;&nbsp;&nbsp 3.1 องค์ความรู้วิทยาศาสตร์และเทคโนโลยี
&nbsp;&nbsp;&nbsp;&nbsp 3.2 ความคิดสร้างสรรค์
&nbsp;&nbsp;&nbsp;&nbsp 3.3 ภาษาต่างประเทศ
&nbsp;&nbsp;&nbsp;&nbsp 3.4 การสำนึกและจิตสาธารณะ",5,B,10020104213301B,https://admission.ku.ac.th/majors/project/1/
24,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์ (ภาคพิเศษ),20,,"1. กรณีผู้สมัครที่มีผลงาน ต้องมีคุณสมบัติตามเกณฑ์ ดังนี้ 
&nbsp;&nbsp;&nbsp;&nbsp 1.1 กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า หรือชั้นปีที่ 3 หลักสูตรอาชีวศึกษา (รวมหลักสูตร พสพ.) 
&nbsp;&nbsp;&nbsp;&nbsp 1.2 ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน หรือเทียบเท่า  ไม่ต่ำกว่า 2.50 
&nbsp;&nbsp;&nbsp;&nbsp 1.3 มีผลงานเขียนโปรแกรมเข้าประกวดหรือมีโครงงานเขียนโปรแกรมคอมพิวเตอร์ โดยลักษณะของผลงาน/โครงงาน ต้องใช้ทักษะการเขียนโปรแกรม ไม่น้อยกว่า 50% และผู้สมัครต้องเป็นผู้ดำเนินงานหลักในผลงาน/โครงงานนั้น ๆ 
&nbsp;&nbsp;&nbsp;&nbsp 1.4 วิดีโอคลิป ความยาวไม่เกิน 3 นาที แสดงผลงาน/โครงงานตามข้อ 3 ทุกผลงาน/โครงงาน ซึ่งเนื้อหาในวิดีโอคลิปต้องมีการอธิบายหลักการการออกแบบและพัฒนาโปรแกรม รวมถึง source code ส่วนที่สำคัญของผลงาน/โครงงานนั้น ๆ และรางวัลที่ได้ 
2. กรณีผู้สมัครไม่มีผลงาน ต้องมีคุณสมบัติตามเกณฑ์ ดังนี้ 
&nbsp;&nbsp;&nbsp;&nbsp 2.1 1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า หรือชั้นปีที่ 3 หลักสูตรอาชีวศึกษา (รวมหลักสูตร พสพ.) 
&nbsp;&nbsp;&nbsp;&nbsp 2.2 ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน หรือเทียบเท่า  ไม่ต่ำกว่า 3.00 
&nbsp;&nbsp;&nbsp;&nbsp 2.3 คะแนนเฉลี่ยรายวิชากลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 3.25 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. กรณีผู้สมัครที่มีผลงาน
&nbsp;&nbsp;&nbsp;&nbsp 1.1 ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
&nbsp;&nbsp;&nbsp;&nbsp 1.2 โครงการ/ผลงาน
&nbsp;&nbsp;&nbsp;&nbsp 1.3 การสอบสัมภาษณ์
2. กรณีผู้สมัครไม่มีผลงาน
&nbsp;&nbsp;&nbsp;&nbsp 2.1 ผลการเรียนเฉลี่ยสะสม
&nbsp;&nbsp;&nbsp;&nbsp 2.2 การสอบสัมภาษณ์",5,B,10020104220201B,https://admission.ku.ac.th/majors/project/1/
25,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาเคมีบูรณาการ (นานาชาติ),10,,"1.  กำลังศึกษาชั้นมัธยมศึกษาปีที่ 6 (แผนการเรียนวิทย์-คณิต) และผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.50 
2. คะแนนสอบภาษาอังกฤษ ข้อใดข้อหนึ่ง
&nbsp;&nbsp;&nbsp;&nbsp 2.1 TOEFL PBT/ITP  ไม่ต่ำกว่า 460.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.2 TOEFL CBT  ไม่ต่ำกว่า 125.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.3 TOEFL IBT  ไม่ต่ำกว่า 47.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.4 IELTS  ไม่ต่ำกว่า 4.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.5 KU-EPT  ไม่ต่ำกว่า 40.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.6 OOPT  ไม่ต่ำกว่า 40.00 คะแนน
3. ประวัติผลงาน (Portfolio) ด้านวิทยาศาสตร์ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. คะแนนสอบภาษาอังกฤษ
3. ประวัติผลงาน (Portfolio) ด้านวิทยาศาสตร์
4. การสอบสัมภาษณ์เป็นภาษาอังกฤษ",5,E,10020104210402E,https://admission.ku.ac.th/majors/project/1/
26,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (นานาชาติ),3,,"1. . กำลังศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า (แผนการเรียนวิทย์-คณิต) 
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.50 
3. ผลคะแนนสอบภาษาอังกฤษ ดังนี้ ข้อใดข้อหนึ่ง
&nbsp;&nbsp;&nbsp;&nbsp 3.1 TOEFL ITP   ไม่ต่ำกว่า 543.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 3.2 TOEFL IBT   ไม่ต่ำกว่า 72.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 3.3 IELTS Overall  ไม่ต่ำกว่า 5.50 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 3.4 KU-EPT  ไม่ต่ำกว่า 51.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 3.5 TOEIC   ไม่ต่ำกว่า 785.00 คะแนน
4. ประวัติผลงาน (Portfolio) ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. ผลคะแนนสอบภาษาอังกฤษ
3. ประวัติผลงาน (Portfolio)
4. การสอบสัมภาษณ์เป็นภาษาอังกฤษ",5,E,10020104211201E,https://admission.ku.ac.th/majors/project/1/
27,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาวิทยาการและเทคโนโลยีพอลิเมอร์ (นานาชาติ),10,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า   
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.50 
3. ผลคะแนนภาษาอังกฤษ ดังนี้ ข้อใดข้อหนึ่ง
&nbsp;&nbsp;&nbsp;&nbsp 3.1 TOEFL PBT/ITP 
&nbsp;&nbsp;&nbsp;&nbsp 3.2 TOEFL CBT 
&nbsp;&nbsp;&nbsp;&nbsp 3.3 TOEFL IBT 
&nbsp;&nbsp;&nbsp;&nbsp 3.4 IELTS 
&nbsp;&nbsp;&nbsp;&nbsp 3.5 KU-EPT 
&nbsp;&nbsp;&nbsp;&nbsp 3.6 OOPT 
&nbsp;&nbsp;&nbsp;&nbsp 3.7 SAT (Evidence-Based Reading and Writing) 
4. ประวัติผลงานเชิงประจักษ์ (Portfolio) ด้านวิทยาศาสตร์ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์  
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ผลคะแนนภาษาอังกฤษ
2. ประวัติผลงานเชิงประจักษ์ (Portfolio) ด้านวิทยาศาสตร์
3. การสอบสัมภาษณ์เป็นภาษาอังกฤษ",5,E,10020104213601E,https://admission.ku.ac.th/majors/project/1/
28,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์,20,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.50 
6.  มีประวัติผลงานด้านคอมพิวเตอร์อย่างชัดเจน เช่น การพัฒนาโปรแกรม การพัฒนาโครงงานนวัตกรรม ทางด้านซอฟต์แวร์หรือฮาร์ดแวร์ ถ้าเป็นผลงานจากการประกวดแข่งขันจะต้องเป็นการแข่งขันระดับประเทศหรือนานาชาติ  
7. ผู้ผ่านการคัดเลือกเข้าโครงการนี้ จะได้รับการสนับสนุนจากภาควิชาในด้านการฝึกประสบการณ์ด้านการวิจัยขั้นสูง เพื่อเตรียมพร้อมศึกษาต่อระดับปริญญาโทที่ภาควิชาถ้าต้องการ รวมทั้งยังมีโอกาสได้รับทุนผู้ช่วยวิจัยเพื่อสนับสนุนค่าใช้จ่ายในการศึกษาและทำวิจัยหรือพัฒนานวัตกรรม  
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ประวัติผลงานและประกาศนียบัตรต่าง ๆ
2. การสอบสัมภาษณ์",6,A,10020105300501A,https://admission.ku.ac.th/majors/project/1/
29,คณะสังคมศาสตร์,วท.บ. สาขาวิชาภูมิศาสตร์และภูมิสารสนเทศศาสตร์,10,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 สายสามัญ แผนการเรียนวิทยาศาสตร์-คณิตศาสตร์ (วิทย์-คณิต) หรือแผนการเรียนคณิตศาสตร์-ภาษาอังกฤษ (ศิลป์-คำนวณ) 
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 3.00 
3. แฟ้มสะสมผลงาน (Portfolio) ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
4. มีใบรับรองแพทย์ที่รับรองว่า ไม่มีความบกพร่องทางสายตา (เช่น ตาไม่บอดสี ตาบอด เป็นต้น) (อัพโหลดเป็นเอกสารประกอบการสมัครผ่านระบบรับสมัครออนไลน์ในวันที่สมัคร หากไม่ดำเนินการส่งเอกสารนี้ในวันสมัคร จะไม่มีสิทธิ์เข้ารับการสอบสัมภาษณ์ ) 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. แฟ้มสะสมผลงาน (Portfolio)
3. การสอบสัมภาษณ์",9,A,10020108903001A,https://admission.ku.ac.th/majors/project/1/
30,คณะอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาเทคโนโลยีการบรรจุ,30,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน ไม่ต่ำกว่า 3.00 หรือผลการเรียนเฉลี่ยในกลุ่มสาระการเรียนรู้วิทยาศาสตร์และเทคโนโลยี และกลุ่มสาระการเรียนรู้คณิตศาสตร์ ไม่ต่ำกว่า 2.75 ทั้ง 2 กลุ่ม 
6. ผลคะแนนภาษาอังกฤษ ข้อใดข้อหนึ่ง ดังต่อไปนี้
   6.1 TOEFL ITP ไม่ต่ำกว่า 390 คะแนน
   6.2 TOEFL IBT ไม่ต่ำกว่า 29 คะแนน
   6.3 IELTS ไม่ต่ำกว่า 3.0 คะแนน
   6.4 OOPT ไม่ต่ำกว่า 10 คะแนน
   6.5 TOEIC ไม่ต่ำกว่า 400 คะแนน
   6.6 KU-EPT ไม่ต่ำกว่า 20 คะแนน
   6.7 ผลการเรียนเฉลี่ยกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ) ไม่ต่ำกว่า 2.75 
7. ประวัติผลงาน เกียรติบัตรหรือวุฒิบัตรหรือผลงาน แสดงความสามารถด้านวิทยาศาสตร์และเทคโนโลยี หรือการพัฒนานวัตกรรมหรือความคิดสร้างสรรค์ หรือผ่านการเข้าค่าย สอวน. ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
8. เรียงความแสดงความมุ่งมั่นหรือสนใจในสาขาที่สมัคร ความยาวไม่เกิน 1 หน้ากระดาษ A4 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ผลการเรียนเฉลี่ย (ตามคุณสมบัติเฉพาะของผู้สมัคร ข้อ 5)
2. ประวัติผลงาน 
3. เรียงความแสดงความมุ่งมั่นหรือสนใจในสาขาที่สมัคร
4. การสอบสัมภาษณ์ ",11,A,10020110501102A,https://admission.ku.ac.th/majors/project/1/
31,คณะอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาเทคโนโลยีสิ่งทอและแฟชั่น,20,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน ไม่ต่ำกว่า 2.75 หรือผลการเรียนเฉลี่ยในกลุ่มสาระการเรียนรู้วิทยาศาสตร์และเทคโนโลยี และกลุ่มสาระการเรียนรู้คณิตศาสตร์ ไม่ต่ำกว่า 2.75 ทั้ง 2 กลุ่ม 
3. ผลคะแนนภาษาอังกฤษ ข้อใดข้อหนึ่ง ดังต่อไปนี้
   6.1 TOEFL ITP ไม่ต่ำกว่า 390 คะแนน
   6.2 TOEFL IBT ไม่ต่ำกว่า 29 คะแนน
   6.3 IELTS ไม่ต่ำกว่า 3.0 คะแนน
   6.4 OOPT ไม่ต่ำกว่า 10 คะแนน
   6.5 TOEIC ไม่ต่ำกว่า 400 คะแนน
   6.6 KU-EPT ไม่ต่ำกว่า 20 คะแนน
   6.7 ผลการเรียนเฉลี่ยกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ) ไม่ต่ำกว่า 2.75 
4. ประวัติผลงานเชิงประจักษ์ที่จัดทำขึ้นด้วยตนเอง ประกอบด้วยประวัติที่แสดงตัวตน ผลงานที่แสดงทักษะ ความรู้ความสามารถ ความคิดสร้างสรรค์ทางด้านสิ่งทอ แฟชั่น และนวัตกรรมต่าง ๆ หรือโครงงานที่เกี่ยวข้องกับวิทยาศาสตร์สิ่งทอ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (ตามคุณสมบัติเฉพาะของผู้สมัคร ข้อ 2)
2. ประวัติผลงานเชิงประจักษ์
3. การสอบสัมภาษณ์",11,A,10020110501103A,https://admission.ku.ac.th/majors/project/1/
32,คณะอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาเทคโนโลยีชีวภาพ,35,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน ไม่ต่ำกว่า 3.00 หรือผลการเรียนเฉลี่ยในกลุ่มสาระการเรียนรู้วิทยาศาสตร์และเทคโนโลยี และกลุ่มสาระการเรียนรู้คณิตศาสตร์ ไม่ต่ำกว่า 2.75 ทั้ง 2 กลุ่ม 
6. ผลคะแนนภาษาอังกฤษ ข้อใดข้อหนึ่ง ดังต่อไปนี้
   6.1 TOEFL ITP ไม่ต่ำกว่า 390 คะแนน
   6.2 TOEFL IBT ไม่ต่ำกว่า 29 คะแนน
   6.3 IELTS ไม่ต่ำกว่า 3.0 คะแนน
   6.4 OOPT ไม่ต่ำกว่า 10 คะแนน
   6.5 TOEIC ไม่ต่ำกว่า 400 คะแนน
   6.6 KU-EPT ไม่ต่ำกว่า 20 คะแนน
   6.7 ผลการเรียนเฉลี่ยกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ) ไม่ต่ำกว่า 2.75 
7. ประวัติผลงาน เกียรติบัตรหรือวุฒิบัตรหรือผลงาน แสดงความสามารถด้านวิทยาศาสตร์และเทคโนโลยี หรือการพัฒนานวัตกรรมหรือความคิดสร้างสรรค์ หรือผ่านการเข้าค่าย สอวน. ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
8. เรียงความแสดงความมุ่งมั่นหรือสนใจในสาขาที่สมัคร ความยาวไม่เกิน 1 หน้ากระดาษ A4 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ประวัติผลงาน 
2. การสอบสัมภาษณ์ ",11,A,10020110501104A,https://admission.ku.ac.th/majors/project/1/
33,คณะอุตสาหกรรมเกษตร,วท.บ. สาขาวิชาพัฒนาผลิตภัณฑ์อุตสาหกรรมเกษตร,40,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน ไม่ต่ำกว่า 3.00 หรือผลการเรียนเฉลี่ยในกลุ่มสาระการเรียนรู้วิทยาศาสตร์และเทคโนโลยี และกลุ่มสาระการเรียนรู้คณิตศาสตร์ ไม่ต่ำกว่า 3.00 ทั้ง 2 กลุ่ม 
6. ผลคะแนนภาษาอังกฤษ ข้อใดข้อหนึ่ง ดังต่อไปนี้
   6.1 TOEFL ITP ไม่ต่ำกว่า 390 คะแนน
   6.2 TOEFL IBT ไม่ต่ำกว่า 29 คะแนน
   6.3 IELTS ไม่ต่ำกว่า 3.0 คะแนน
   6.4 OOPT ไม่ต่ำกว่า 10 คะแนน
   6.5 TOEIC ไม่ต่ำกว่า 400 คะแนน
   6.6 KU-EPT ไม่ต่ำกว่า 20 คะแนน
   6.7 ผลการเรียนเฉลี่ยกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ) ไม่ต่ำกว่า 3.00 
7. ประวัติผลงานด้านโครงงานวิทยาศาสตร์ หรือโครงงานนวัตกรรมด้านวิทยาศาสตร์ หรือโครงงานที่เกี่ยวข้องกับอุตสาหกรรมเกษตร ที่เป็นผลงานในช่วงการศึกษาระดับชั้นมัธยมศึกษาตอนปลาย หรือผ่านการเข้าค่าย สอวน. รอบ 1 และมีเกียรติบัตร วุฒิบัตร หรือประกาศนียบัตรรับรอง ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ประวัติผลงาน 
2. การสอบสัมภาษณ์ ",11,A,10020110501105A,https://admission.ku.ac.th/majors/project/1/
