ลำดับ,คณะ,สาขาวิชา,จำนวนรับ,ว่าง,เงื่อนไขขั้นต่ำ,เกณฑ์การพิจารณา,รหัสคณะ,ประเภท,รหัสหลักสูตร,แหล่งที่มา
11,คณะวนศาสตร์,วท.บ. สาขาวิชาวนศาสตร์,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. เลือก 2 วิชา จาก คณิตศาสตร์, เคมี, ชีววิทยา, ฟิสิกส์ แต่ละวิชา ≥ C
2. การวิ่งทดสอบสมรรถภาพทางร่างกาย ระยะทาง 2.4 กิโลเมตร ภายในเวลา 20 นาที",4,A,10020103501001A,https://admission.ku.ac.th/majors/project/2/
12,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาคณิตศาสตร์,3,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา คณิตศาตร์ ≥ B
2. เลือก 1 วิชา จาก เคมี หรือ ฟิสิกส์ แต่ละวิชา ≥ C+",5,A,10020104210301A,https://admission.ku.ac.th/majors/project/2/
13,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาเคมี,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา เคมี ≥ B
2. เลือก 1 วิชา จาก คณิตศาสตร์ หรือ ฟิสิกส์ แต่ละวิชา ≥ C+",5,A,10020104210401A,https://admission.ku.ac.th/majors/project/2/
14,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาเคมีอุตสาหกรรม,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา เคมี ≥ B
2. เลือก 1 วิชา จาก คณิตศาสตร์ หรือ ฟิสิกส์ แต่ละวิชา ≥ C+",5,A,10020104210404A,https://admission.ku.ac.th/majors/project/2/
15,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาชีวเคมี,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา เคมี ≥ C+
2. วิชา ชีววิทยา ≥ C+",5,A,10020104210601A,https://admission.ku.ac.th/majors/project/2/
16,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาชีววิทยา,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67",1. วิชา ชีววิทยา ≥ B,5,A,10020104210701A,https://admission.ku.ac.th/majors/project/2/
17,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาชีววิทยา วิชาเอกสัตววิทยา,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67",1. วิชา ชีววิทยา ≥ B,5,A,10020104210701A,https://admission.ku.ac.th/majors/project/2/
18,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาวิทยาศาสตร์ชีวภาพรังสี,2,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C+
2. วิชา ชีววิทยา ≥ C+",5,A,10020104210702A,https://admission.ku.ac.th/majors/project/2/
19,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาวิทยาศาสตร์พื้นพิภพ,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. เลือก 2 วิชา จาก คณิตศาสตร์, เคมี, ฟิสิกส์ แต่ละวิชา ≥ C+",5,A,10020104212301A,https://admission.ku.ac.th/majors/project/2/
20,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาพฤกษศาสตร์,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา เคมี ≥ C
2. วิชา ชีววิทยา ≥ C+",5,A,10020104212501A,https://admission.ku.ac.th/majors/project/2/
21,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาพันธุศาสตร์,10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา ชีววิทยา ≥ B
2. เลือก 1 วิชา จาก คณิตศาสตร์ ≥ D, เคมี ≥ C, ฟิสิกส์ ≥ D",5,A,10020104212601A,https://admission.ku.ac.th/majors/project/2/
22,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาฟิสิกส์,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C
2. วิชา ฟิสิกส์ ≥ C",5,A,10020104212701A,https://admission.ku.ac.th/majors/project/2/
23,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาสถิติ,4,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ C
2. วิชา ฟิสิกส์ ≥ C",5,A,10020104213301A,https://admission.ku.ac.th/majors/project/2/
24,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์,5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67",1. เลือก 1 วิชา จาก คณิตศาสตร์ หรือ แนวคิดการโปรแกรมเบื้องต้น แต่ละวิชา ≥ B,5,A,10020104220201A,https://admission.ku.ac.th/majors/project/2/
25,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาเคมีบูรณาการ (นานาชาติ),5,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. มีคะแนนสอบภาษาอังกฤษ ข้อใดข้อหนึ่ง
&nbsp;&nbsp;&nbsp;&nbsp 2.1 TOEFL PBT/ITP  ไม่ต่ำกว่า 460.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.2 TOEFL IBT  ไม่ต่ำกว่า 43.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.3 IELTS  ไม่ต่ำกว่า 4.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.4 KU-EPT  ไม่ต่ำกว่า 40.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.5 OOPT  ไม่ต่ำกว่า 40.00 คะแนน
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา เคมี ≥ C+
2. เลือก 1 วิชา จาก คณิตศาสตร์, ชีววิทยา, ฟิสิกส์ แต่ละวิชา ≥ C
3. ทั้งนี้จะไม่สามารถนำคะแนนในรายวิชาดังกล่าวมาเทียบกับรายวิชาของหลักสูตรได้",5,E,10020104210402E,https://admission.ku.ac.th/majors/project/2/
26,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาวิทยาศาสตร์ชีวภาพและเทคโนโลยี (นานาชาติ),10,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. มีคะแนนสอบภาษาอังกฤษ ข้อใดข้อหนึ่ง
&nbsp;&nbsp;&nbsp;&nbsp 2.1 TOEFL PBT/ITP  ไม่ต่ำกว่า 460.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.2 TOEFL IBT  ไม่ต่ำกว่า 43.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.3 IELTS  ไม่ต่ำกว่า 5.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.4 KU-EPT  ไม่ต่ำกว่า 40.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.5 OOPT  ไม่ต่ำกว่า 40.00 คะแนน
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. วิชา คณิตศาสตร์ ≥ B
2. เลือก 1 วิชา จาก เคมี, ชีววิทยา, ฟิสิกส์ แต่ละวิชา ≥ C+
3. ทั้งนี้จะไม่สามารถนำคะแนนในรายวิชาดังกล่าวมาเทียบกับรายวิชาของหลักสูตรได้",5,E,10020104211201E,https://admission.ku.ac.th/majors/project/2/
27,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาวิทยาการและเทคโนโลยีพอลิเมอร์ (นานาชาติ),3,,"1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ (สายวิทยาศาสตร์) ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์ 
2. มีคะแนนสอบภาษาอังกฤษ ข้อใดข้อหนึ่ง
&nbsp;&nbsp;&nbsp;&nbsp 2.1 TOEFL PBT/ITP  ไม่ต่ำกว่า 460.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.2 TOEFL IBT  ไม่ต่ำกว่า 43.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.3 IELTS  ไม่ต่ำกว่า 4.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.4 KU-EPT  ไม่ต่ำกว่า 25.00 คะแนน
&nbsp;&nbsp;&nbsp;&nbsp 2.5 OOPT  ไม่ต่ำกว่า 40.00 คะแนน
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. เลือก 1 วิชา จาก คณิตศาสตร์, เคมี, ฟิสิกส์ แต่ละวิชา ≥ C
2. ทั้งนี้จะไม่สามารถนำคะแนนในรายวิชาดังกล่าวมาเทียบกับรายวิชาของหลักสูตรได้",5,E,10020104213601E,https://admission.ku.ac.th/majors/project/2/
28,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์,5,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาสตร์, ฟิสิกส์, คอมพิวเตอร์และการโปรแกรม แต่ละวิชา ≥ B และเฉลี่ย 2 วิชา ≥ B+
2. ทั้งนี้ วิชา วิชาคอมพิวเตอร์และการโปรแกรม (01204111) ใช้สำหรับการคัดเลือกเท่านั้น ไม่สามารถเทียบกับรายวิชา คอมพิวเตอร์และการโปรแกรม (01204113) สำหรับวิศวกรรมคอมพิวเตอร์ ที่เป็นวิชาบังคับของหลักสูตรวิศวกรรมคอมพิวเตอร์ได้",6,A,10020105300501A,https://admission.ku.ac.th/majors/project/2/
29,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมเคมี,5,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา คณิตศาสตร์ ≥ B
2. เลือก 1 วิชา จาก ฟิสิกส์, คอมพิวเตอร์และการโปรแกรม, การเขียนแบบวิศวกรรม โดยที่เกรดของวิชานั้น ≥ C+",6,A,10020105300601A,https://admission.ku.ac.th/majors/project/2/
30,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล,5,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาสตร์, ฟิสิกส์, คอมพิวเตอร์และการโปรแกรม, การเขียนแบบวิศวกรรม โดยที่เกรดแต่ละวิชา ≥ C+
2. ทั้งนี้ วิชาการเขียนแบบวิศวกรรม (01208111) ใช้สำหรับการคัดเลือกเท่านั้น ไม่สามารถเทียบกับรายวิชา Mechanical Engineering Drawing (01208112) ที่เป็นวิชาบังคับของหลักสูตรวิศวกรรมเครื่องกล และหลักสูตรวิศวกรรมไฟฟ้าเครื่องกลการผลิต ได้",6,A,10020105300701A,https://admission.ku.ac.th/majors/project/2/
31,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า,10,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาสตร์, ฟิสิกส์, คอมพิวเตอร์และการโปรแกรม, การเขียนแบบวิศวกรรม โดยที่เกรดแต่ละวิชา ≥ C+",6,A,10020105301601A,https://admission.ku.ac.th/majors/project/2/
32,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้าเครื่องกลการผลิต,5,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาสตร์, ฟิสิกส์, คอมพิวเตอร์และการโปรแกรม, การเขียนแบบวิศวกรรม โดยที่เกรดแต่ละวิชา ≥ C+
2. ทั้งนี้ วิชาการเขียนแบบวิศวกรรม (01208111) ใช้สำหรับการคัดเลือกเท่านั้น ไม่สามารถเทียบกับรายวิชา Mechanical Engineering Drawing (01208112) ที่เป็นวิชาบังคับของหลักสูตรวิศวกรรมเครื่องกล และหลักสูตรวิศวกรรมไฟฟ้าเครื่องกลการผลิต ได้",6,A,10020105301901A,https://admission.ku.ac.th/majors/project/2/
33,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมโยธา,5,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. วิชา คณิตศาสตร์ ≥ B
2. วิชา ฟิสิกส์ ≥ B",6,A,10020105302101A,https://admission.ku.ac.th/majors/project/2/
34,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมโยธา-ทรัพยากรน้ำ,5,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาสตร์, ฟิสิกส์, คอมพิวเตอร์และการโปรแกรม, การเขียนแบบวิศวกรรม โดยที่เกรดแต่ละวิชา ≥ C+",6,A,10020105302103A,https://admission.ku.ac.th/majors/project/2/
35,คณะวิศวกรรมศาสตร์,วศ.บ. สาขาวิชาวิศวกรรมวัสดุ,5,,1. เป็นนักเรียนชั้น ม.6 สายสามัญ หรือสายอาชีวะ ที่เข้าร่วมโครงการเรียนล่วงหน้าของมหาวิทยาลัยเกษตรศาสตร์,"1. เลือก 2 วิชา จาก คณิตศาสตร์ ≥ C, เคมี ≥ C, ฟิสิกส์ ≥ C, คอมพิวเตอร์และการโปรแกรม ≥ C+, การเขียนแบบวิศวกรรม ≥ C+",6,A,10020105302501A,https://admission.ku.ac.th/majors/project/2/
